,Unnamed: 0,keyword,location,polarity,date,quater
1759603,1759603,Газпром,Belarus,-0.42857142859999997,2018-11-26,4
1759618,1759618,ГАЗ,Belarus,-0.0967741935,2018-11-22,4
1759619,1759619,Газпром,Belarus,-0.0967741935,2018-11-22,4
1759622,1759622,ГАЗ,Belarus,0.2432432432,2018-11-22,4
1759627,1759627,ГАЗ,Belarus,0.3793103448,2018-11-21,4
1760349,1760349,ГАЗ,Belarus,0.0,2018-11-04,4
1762043,1762043,ГАЗ,Belarus,0.1568627451,2018-11-23,4
1762044,1762044,ГАЗ,Belarus,0.2,2018-11-23,4
1762045,1762045,ГАЗ,Belarus,-0.1071428571,2018-11-23,4
1762046,1762046,ГАЗ,Belarus,0.0,2018-11-23,4
1762047,1762047,ГАЗ,Belarus,0.0,2018-11-23,4
1762048,1762048,ГАЗ,Belarus,0.4246575342,2018-11-23,4
1762049,1762049,ГАЗ,Belarus,0.33333333330000003,2018-11-23,4
1762050,1762050,ГАЗ,Belarus,0.0,2018-11-23,4
1762051,1762051,ГАЗ,Belarus,0.2666666667,2018-11-23,4
1762052,1762052,ГАЗ,Belarus,0.0,2018-11-23,4
1762053,1762053,ГАЗ,Belarus,0.0,2018-11-23,4
1762054,1762054,ГАЗ,Belarus,0.0,2018-11-23,4
1762055,1762055,ГАЗ,Belarus,0.20430107530000002,2018-11-22,4
1762057,1762057,ГАЗ,Belarus,0.020979021,2018-11-22,4
1762058,1762058,ГАЗ,Belarus,0.0,2018-11-22,4
1762059,1762059,ГАЗ,Belarus,0.0,2018-11-22,4
1762060,1762060,ГАЗ,Belarus,0.0714285714,2018-11-22,4
1762062,1762062,ГАЗ,Belarus,0.33333333330000003,2018-11-22,4
1762063,1762063,ГАЗ,Belarus,0.0,2018-11-22,4
1762064,1762064,ГАЗ,Belarus,0.2,2018-11-22,4
1762065,1762065,ГАЗ,Belarus,0.2727272727,2018-11-22,4
1762066,1762066,ГАЗ,Belarus,0.0,2018-11-22,4
1762067,1762067,ГАЗ,Belarus,0.0,2018-11-22,4
1762068,1762068,Газпром,Belarus,0.0,2018-11-22,4
1762069,1762069,ГАЗ,Belarus,-0.11111111109999999,2018-11-22,4
1762070,1762070,Газпром,Belarus,-0.11111111109999999,2018-11-22,4
1762071,1762071,ГАЗ,Belarus,0.2,2018-11-22,4
1762072,1762072,Газпром,Belarus,0.2,2018-11-22,4
1762073,1762073,ГАЗ,Belarus,-0.25,2018-11-22,4
1762074,1762074,Газпром,Belarus,-0.25,2018-11-22,4
1762076,1762076,ГАЗ,Belarus,0.1627906977,2018-11-22,4
1762077,1762077,Газпром,Belarus,0.1627906977,2018-11-22,4
1762079,1762079,ГАЗ,Belarus,0.3181818182,2018-11-22,4
1762080,1762080,ГАЗ,Belarus,0.1851851852,2018-11-22,4
1762081,1762081,ГАЗ,Belarus,0.2,2018-11-22,4
1762082,1762082,ГАЗ,Belarus,-0.33333333330000003,2018-11-22,4
1762083,1762083,ГАЗ,Belarus,0.2072072072,2018-11-22,4
1762084,1762084,ГАЗ,Belarus,0.25,2018-11-22,4
1762085,1762085,ГАЗ,Belarus,0.4074074074,2018-11-22,4
1762086,1762086,ГАЗ,Belarus,0.4909090909,2018-11-21,4
1762087,1762087,ГАЗ,Belarus,-1.0,2018-11-21,4
1762088,1762088,ГАЗ,Belarus,-1.0,2018-11-21,4
1762089,1762089,ГАЗ,Belarus,-1.0,2018-11-21,4
1762090,1762090,ГАЗ,Belarus,0.0,2018-11-21,4
1762091,1762091,ГАЗ,Belarus,0.25,2018-11-21,4
1762092,1762092,ГАЗ,Belarus,-0.5,2018-11-21,4
1762093,1762093,ГАЗ,Belarus,0.0,2018-11-21,4
1762094,1762094,ГАЗ,Belarus,0.6363636364,2018-11-21,4
1762095,1762095,ГАЗ,Belarus,-0.023255814000000003,2018-11-21,4
1762096,1762096,ГАЗ,Belarus,0.4666666667,2018-11-21,4
1762097,1762097,ГАЗ,Belarus,0.5238095238,2018-11-21,4
1762098,1762098,ГАЗ,Belarus,0.2,2018-11-21,4
1762099,1762099,ГАЗ,Belarus,0.17948717949999998,2018-11-21,4
1762101,1762101,ГАЗ,Belarus,1.0,2018-11-21,4
1762102,1762102,ГАЗ,Belarus,0.33333333330000003,2018-11-21,4
1762103,1762103,ГАЗ,Belarus,-0.33333333330000003,2018-11-21,4
1762104,1762104,ГАЗ,Belarus,-0.8461538462,2018-11-21,4
1762105,1762105,ГАЗ,Belarus,0.052631578899999996,2018-11-20,4
1762106,1762106,ГАЗ,Belarus,0.0,2018-11-20,4
1762107,1762107,ГАЗ,Belarus,0.0,2018-11-20,4
1762108,1762108,ГАЗ,Belarus,-0.6000000000000001,2018-11-20,4
1762109,1762109,ГАЗ,Belarus,0.3939393939,2018-11-20,4
1762110,1762110,КАМАЗ,Belarus,0.25,2018-11-20,4
1762111,1762111,ГАЗ,Belarus,0.0,2018-11-20,4
1762112,1762112,ГАЗ,Belarus,0.0,2018-11-20,4
1762113,1762113,ГАЗ,Belarus,0.3157894737,2018-11-20,4
1762114,1762114,ГАЗ,Belarus,-0.0909090909,2018-11-20,4
1762115,1762115,ГАЗ,Belarus,-0.5,2018-11-20,4
1762116,1762116,ГАЗ,Belarus,0.0,2018-11-20,4
1762117,1762117,ГАЗ,Belarus,0.3949579832,2018-11-20,4
1762118,1762118,ГАЗ,Belarus,0.0,2018-11-20,4
1762119,1762119,ГАЗ,Belarus,0.0,2018-11-20,4
1762120,1762120,ГАЗ,Belarus,0.0,2018-11-20,4
1762667,1762667,ГАЗ,Belarus,0.1666666667,2018-12-01,4
1762992,1762992,ГАЗ,Belarus,0.2,2018-11-30,4
1766065,1766065,ГАЗ,Belarus,-0.14285714289999998,2018-12-01,4
1766369,1766369,Газпром,Belarus,0.0,2018-12-12,4
1766370,1766370,Газпром,Belarus,-0.4545454545000001,2018-12-12,4
1766371,1766371,Газпром,Belarus,-0.2,2018-12-12,4
1766372,1766372,Газпром,Belarus,0.4761904762,2018-12-10,4
1766373,1766373,Газпром,Belarus,-0.04,2018-12-10,4
1766374,1766374,Газпром,Belarus,-0.33333333330000003,2018-12-10,4
1766377,1766377,ГАЗ,Belarus,-0.33333333330000003,2018-12-10,4
1766378,1766378,Газпром,Belarus,0.0476190476,2018-12-09,4
1766379,1766379,Газпром,Belarus,-1.0,2018-12-09,4
1766381,1766381,Газпром,Belarus,0.0731707317,2018-12-09,4
1766382,1766382,Газпром,Belarus,0.11538461539999999,2018-12-08,4
1766383,1766383,Газпром,Belarus,0.0,2018-12-08,4
1766384,1766384,ГАЗ,Belarus,0.0,2018-12-08,4
1766385,1766385,Газпром,Belarus,0.6363636364,2018-12-08,4
1766386,1766386,ГАЗ,Belarus,0.6363636364,2018-12-08,4
1766387,1766387,Газпром,Belarus,0.0,2018-12-07,4
1766388,1766388,ГАЗ,Belarus,0.0,2018-12-07,4
1766389,1766389,Газпром,Belarus,0.7333333333000001,2018-12-07,4
1766390,1766390,ГАЗ,Belarus,0.7333333333000001,2018-12-07,4
1766391,1766391,Газпром,Belarus,0.0,2018-12-07,4
1766392,1766392,Газпром,Belarus,0.0,2018-12-06,4
1766393,1766393,ГАЗ,Belarus,0.0,2018-12-06,4
1766394,1766394,Газпром,Belarus,0.0,2018-12-06,4
1766395,1766395,Газпром,Belarus,0.4025974026,2018-12-06,4
1766396,1766396,Газпром,Belarus,0.2857142857,2018-12-06,4
1766397,1766397,Газпром,Belarus,0.0,2018-12-06,4
1766398,1766398,ГАЗ,Belarus,0.0,2018-12-06,4
1766399,1766399,Газпром,Belarus,0.2727272727,2018-12-06,4
1766400,1766400,Газпром,Belarus,0.1034482759,2018-12-06,4
1766401,1766401,ГАЗ,Belarus,0.1034482759,2018-12-06,4
1766402,1766402,Газпром,Belarus,0.0666666667,2018-12-06,4
1766403,1766403,ГАЗ,Belarus,0.0666666667,2018-12-06,4
1766404,1766404,Газпром,Belarus,-0.42857142859999997,2018-12-05,4
1766405,1766405,Газпром,Belarus,0.0,2018-12-05,4
1766406,1766406,Газпром,Belarus,0.33333333330000003,2018-12-04,4
1766407,1766407,Газпром,Belarus,0.1538461538,2018-12-04,4
1766408,1766408,ГАЗ,Belarus,0.1538461538,2018-12-04,4
1766409,1766409,Газпром,Belarus,0.17241379310000002,2018-12-04,4
1766411,1766411,Газпром,Belarus,0.14285714289999998,2018-12-04,4
1766412,1766412,ГАЗ,Belarus,0.14285714289999998,2018-12-04,4
1766413,1766413,Газпром,Belarus,0.6296296296,2018-12-04,4
1766415,1766415,Газпром,Belarus,0.2713178295,2018-12-03,4
1766416,1766416,ГАЗ,Belarus,0.2713178295,2018-12-03,4
1766417,1766417,Газпром,Belarus,0.17241379310000002,2018-12-02,4
1766419,1766419,Газпром,Belarus,1.0,2018-12-01,4
1766420,1766420,Газпром,Belarus,0.0,2018-12-01,4
1766421,1766421,Газпром,Belarus,0.5555555556,2018-12-01,4
1766422,1766422,Газпром,Belarus,0.6000000000000001,2018-12-01,4
1766428,1766428,Газпром,Belarus,-0.33333333330000003,2018-11-29,4
1766429,1766429,Газпром,Belarus,1.0,2018-11-29,4
1766430,1766430,Газпром,Belarus,0.0,2018-11-29,4
1766431,1766431,Газпром,Belarus,0.5,2018-11-29,4
1766432,1766432,Газпром,Belarus,0.4705882353,2018-11-29,4
1766433,1766433,Газпром,Belarus,0.1612903226,2018-11-28,4
1766434,1766434,Газпром,Belarus,0.0,2018-11-27,4
1766435,1766435,Газпром,Belarus,-1.0,2018-11-27,4
1766436,1766436,ГАЗ,Belarus,-1.0,2018-11-27,4
1766437,1766437,Газпром,Belarus,-1.0,2018-11-27,4
1766438,1766438,ГАЗ,Belarus,-1.0,2018-11-27,4
1766439,1766439,Газпром,Belarus,-1.0,2018-11-27,4
1766440,1766440,ГАЗ,Belarus,-1.0,2018-11-27,4
1766441,1766441,Газпром,Belarus,-1.0,2018-11-27,4
1766442,1766442,ГАЗ,Belarus,-1.0,2018-11-27,4
1766443,1766443,Газпром,Belarus,-1.0,2018-11-27,4
1766444,1766444,ГАЗ,Belarus,-1.0,2018-11-27,4
1766445,1766445,Газпром,Belarus,-1.0,2018-11-27,4
1766446,1766446,ГАЗ,Belarus,-1.0,2018-11-27,4
1766447,1766447,Газпром,Belarus,-1.0,2018-11-27,4
1766448,1766448,ГАЗ,Belarus,-1.0,2018-11-27,4
1766449,1766449,Газпром,Belarus,-1.0,2018-11-27,4
1766450,1766450,ГАЗ,Belarus,-1.0,2018-11-27,4
1766451,1766451,Газпром,Belarus,-1.0,2018-11-27,4
1766452,1766452,ГАЗ,Belarus,-1.0,2018-11-27,4
1766453,1766453,Газпром,Belarus,-1.0,2018-11-27,4
1766454,1766454,ГАЗ,Belarus,-1.0,2018-11-27,4
1766455,1766455,Газпром,Belarus,-1.0,2018-11-27,4
1766456,1766456,ГАЗ,Belarus,-1.0,2018-11-27,4
1766457,1766457,Газпром,Belarus,0.0,2018-11-27,4
1766458,1766458,ГАЗ,Belarus,0.0,2018-11-27,4
1766459,1766459,Газпром,Belarus,0.0,2018-11-27,4
1766460,1766460,ГАЗ,Belarus,0.0,2018-11-27,4
1766461,1766461,Газпром,Belarus,0.0,2018-11-27,4
1766462,1766462,ГАЗ,Belarus,0.0,2018-11-27,4
1766463,1766463,Газпром,Belarus,0.0,2018-11-27,4
1766464,1766464,ГАЗ,Belarus,0.0,2018-11-27,4
1766465,1766465,Газпром,Belarus,0.0,2018-11-27,4
1766466,1766466,ГАЗ,Belarus,0.0,2018-11-27,4
1766467,1766467,Газпром,Belarus,0.052631578899999996,2018-11-27,4
1766468,1766468,ГАЗ,Belarus,0.052631578899999996,2018-11-27,4
1766469,1766469,Газпром,Belarus,0.0,2018-11-26,4
1766470,1766470,Газпром,Belarus,-0.33333333330000003,2018-11-26,4
1766472,1766472,Газпром,Belarus,0.41935483869999995,2018-11-26,4
1766473,1766473,Газпром,Belarus,0.0,2018-11-25,4
1766474,1766474,Газпром,Belarus,0.0909090909,2018-11-24,4
1766476,1766476,Газпром,Belarus,-0.2,2018-11-22,4
1766478,1766478,Газпром,Belarus,0.5555555556,2018-11-22,4
1766479,1766479,Газпром,Belarus,0.1466666667,2018-11-22,4
1766480,1766480,Газпром,Belarus,0.16216216220000002,2018-11-22,4
1766481,1766481,Газпром,Belarus,0.0,2018-11-21,4
1766483,1766483,Газпром,Belarus,0.0,2018-10-30,4
1766484,1766484,Газпром,Belarus,0.0,2018-10-30,4
1766485,1766485,Газпром,Belarus,0.0,2018-10-30,4
1768436,1768436,ГАЗ,Belarus,0.22222222219999999,2018-12-05,4
1768440,1768440,ГАЗ,Belarus,-0.0571428571,2018-12-04,4
1768443,1768443,ГАЗ,Belarus,-0.2380952381,2018-11-28,4
1768445,1768445,ГАЗ,Belarus,-0.7000000000000001,2018-11-18,4
1768447,1768447,ГАЗ,Belarus,-0.5555555556,2018-11-17,4
1768448,1768448,ГАЗ,Belarus,0.156626506,2018-11-13,4
1768449,1768449,Газпром,Belarus,-0.8666666667,2018-11-06,4
1768450,1768450,ГАЗ,Belarus,-0.0454545455,2018-10-29,4
1768534,1768534,ГАЗ,Belarus,0.7391304348000001,2018-10-28,4
1769380,1769380,КАМАЗ,Belarus,-0.25,2018-11-18,4
1769381,1769381,ГАЗ,Belarus,-0.25,2018-11-18,4
1769702,1769702,ГАЗ,Belarus,0.1764705882,2018-11-29,4
1769712,1769712,ГАЗ,Belarus,0.8,2018-11-08,4
1770775,1770775,КАМАЗ,Belarus,-0.1304347826,2018-12-12,4
1770776,1770776,КАМАЗ,Belarus,0.0,2018-12-11,4
1770777,1770777,КАМАЗ,Belarus,0.25862068969999996,2018-12-10,4
1770779,1770779,ГАЗ,Belarus,0.25862068969999996,2018-12-10,4
1770780,1770780,КАМАЗ,Belarus,0.224137931,2018-12-10,4
1770782,1770782,ГАЗ,Belarus,0.224137931,2018-12-10,4
1770783,1770783,КАМАЗ,Belarus,0.14285714289999998,2018-12-07,4
1770784,1770784,ГАЗ,Belarus,0.14285714289999998,2018-12-07,4
1770785,1770785,КАМАЗ,Belarus,0.2839506173,2018-12-07,4
1770787,1770787,КАМАЗ,Belarus,0.38823529409999996,2018-11-29,4
1770788,1770788,ГАЗ,Belarus,0.38823529409999996,2018-11-29,4
1770789,1770789,КАМАЗ,Belarus,0.5,2018-11-28,4
1770791,1770791,КАМАЗ,Belarus,0.2,2018-11-28,4
1770793,1770793,КАМАЗ,Belarus,-0.5,2018-11-28,4
1770794,1770794,КАМАЗ,Belarus,0.7142857143000001,2018-11-27,4
1770796,1770796,КАМАЗ,Belarus,0.0,2018-11-27,4
1770798,1770798,КАМАЗ,Belarus,0.1932773109,2018-11-26,4
1770800,1770800,ГАЗ,Belarus,0.1932773109,2018-11-26,4
1770801,1770801,КАМАЗ,Belarus,0.11111111109999999,2018-11-23,4
1770802,1770802,КАМАЗ,Belarus,-0.0769230769,2018-11-22,4
1770804,1770804,КАМАЗ,Belarus,0.33333333330000003,2018-11-21,4
1770805,1770805,КАМАЗ,Belarus,-0.33333333330000003,2018-11-20,4
1770806,1770806,КАМАЗ,Belarus,0.2363636364,2018-11-19,4
1770807,1770807,КАМАЗ,Belarus,0.5789473684,2018-11-19,4
1770808,1770808,ГАЗ,Belarus,0.5789473684,2018-11-19,4
1770809,1770809,КАМАЗ,Belarus,0.1904761905,2018-11-19,4
1770810,1770810,ГАЗ,Belarus,0.1904761905,2018-11-19,4
1770811,1770811,КАМАЗ,Belarus,0.0,2018-11-19,4
1770812,1770812,ГАЗ,Belarus,0.0,2018-11-19,4
1770813,1770813,КАМАЗ,Belarus,0.6000000000000001,2018-11-19,4
1770814,1770814,ГАЗ,Belarus,0.6000000000000001,2018-11-19,4
1770815,1770815,КАМАЗ,Belarus,0.6153846154,2018-11-19,4
1770817,1770817,ГАЗ,Belarus,0.6153846154,2018-11-19,4
1770818,1770818,КАМАЗ,Belarus,0.7692307692,2018-11-19,4
1770820,1770820,ГАЗ,Belarus,0.7692307692,2018-11-19,4
1770821,1770821,КАМАЗ,Belarus,-0.08196721309999999,2018-11-19,4
1770822,1770822,КАМАЗ,Belarus,-0.0833333333,2018-11-19,4
1770823,1770823,КАМАЗ,Belarus,0.0909090909,2018-11-19,4
1770824,1770824,ГАЗ,Belarus,0.0909090909,2018-11-19,4
1770825,1770825,КАМАЗ,Belarus,-0.25,2018-11-18,4
1770826,1770826,ГАЗ,Belarus,-0.25,2018-11-18,4
1770827,1770827,КАМАЗ,Belarus,0.0,2018-11-18,4
1770828,1770828,ГАЗ,Belarus,0.0,2018-11-18,4
1770829,1770829,КАМАЗ,Belarus,0.0909090909,2018-11-17,4
1770831,1770831,КАМАЗ,Belarus,0.0,2018-11-13,4
1770832,1770832,КАМАЗ,Belarus,0.0,2018-11-09,4
1770833,1770833,КАМАЗ,Belarus,0.0,2018-11-09,4
1770834,1770834,КАМАЗ,Belarus,-0.6000000000000001,2018-11-05,4
1770835,1770835,КАМАЗ,Belarus,0.0,2018-11-05,4
1770836,1770836,КАМАЗ,Belarus,0.1707317073,2018-11-05,4
1770837,1770837,КАМАЗ,Belarus,1.0,2018-11-05,4
1770838,1770838,КАМАЗ,Belarus,0.4117647059,2018-11-04,4
1770839,1770839,КАМАЗ,Belarus,0.0,2018-11-04,4
1770840,1770840,КАМАЗ,Belarus,0.0,2018-11-04,4
1770841,1770841,КАМАЗ,Belarus,0.0,2018-11-03,4
1770842,1770842,КАМАЗ,Belarus,0.0,2018-11-03,4
1770843,1770843,КАМАЗ,Belarus,0.14285714289999998,2018-11-03,4
1770844,1770844,КАМАЗ,Belarus,0.8181818181999999,2018-11-03,4
1770845,1770845,КАМАЗ,Belarus,0.75,2018-11-03,4
1770846,1770846,КАМАЗ,Belarus,0.0,2018-11-03,4
1770847,1770847,КАМАЗ,Belarus,0.0,2018-11-03,4
1770848,1770848,КАМАЗ,Belarus,-0.14285714289999998,2018-11-03,4
1770849,1770849,КАМАЗ,Belarus,0.0,2018-11-03,4
1770850,1770850,КАМАЗ,Belarus,-1.0,2018-11-03,4
1770851,1770851,КАМАЗ,Belarus,0.0,2018-11-03,4
1770852,1770852,КАМАЗ,Belarus,0.7142857143000001,2018-11-03,4
1770853,1770853,КАМАЗ,Belarus,0.75,2018-11-03,4
1770855,1770855,КАМАЗ,Belarus,-0.5555555556,2018-11-03,4
1770856,1770856,КАМАЗ,Belarus,-0.5,2018-11-03,4
1770857,1770857,КАМАЗ,Belarus,-0.33333333330000003,2018-11-03,4
1770858,1770858,КАМАЗ,Belarus,0.0,2018-11-01,4
1770860,1770860,КАМАЗ,Belarus,0.0,2018-10-30,4
1770861,1770861,КАМАЗ,Belarus,0.0,2018-10-30,4
1770862,1770862,КАМАЗ,Belarus,0.2413793103,2018-10-26,4
1770863,1770863,КАМАЗ,Belarus,0.3947368421,2018-10-26,4
1770864,1770864,КАМАЗ,Belarus,-1.0,2018-10-24,4
1772772,1772772,Газпром,Belarus,-0.33333333330000003,2018-11-08,4
1772774,1772774,Газпром,Belarus,0.0,2018-11-08,4
1772775,1772775,Газпром,Belarus,-0.2,2018-11-08,4
1772777,1772777,Газпром,Belarus,0.5,2018-11-08,4
1772778,1772778,Газпром,Belarus,0.0,2018-11-08,4
1772779,1772779,Газпром,Belarus,0.2432432432,2018-11-08,4
1772780,1772780,Газпром,Belarus,0.0952380952,2018-11-08,4
1772781,1772781,Газпром,Belarus,0.0,2018-11-06,4
1772782,1772782,Газпром,Belarus,0.2,2018-11-06,4
1772784,1772784,Газпром,Belarus,0.1904761905,2018-11-05,4
1772788,1772788,Газпром,Belarus,0.0,2018-11-04,4
1772791,1772791,Газпром,Belarus,0.3888888889,2018-11-03,4
1772792,1772792,ГАЗ,Belarus,0.3888888889,2018-11-03,4
1772793,1772793,Газпром,Belarus,0.3529411765,2018-11-03,4
1772794,1772794,ГАЗ,Belarus,0.3529411765,2018-11-03,4
1772795,1772795,Газпром,Belarus,0.0,2018-11-03,4
1772796,1772796,Газпром,Belarus,0.2340425532,2018-11-03,4
1772797,1772797,Газпром,Belarus,0.0,2018-11-03,4
1772798,1772798,Газпром,Belarus,0.5121951220000001,2018-11-03,4
1772799,1772799,Газпром,Belarus,0.5555555556,2018-11-03,4
1772800,1772800,Газпром,Belarus,0.5483870968,2018-11-02,4
1772801,1772801,Газпром,Belarus,0.0,2018-11-02,4
1772802,1772802,Газпром,Belarus,0.8666666667,2018-11-02,4
1772804,1772804,Газпром,Belarus,0.0857142857,2018-11-02,4
1772805,1772805,Газпром,Belarus,0.5428571429,2018-11-02,4
1772806,1772806,Газпром,Belarus,0.0,2018-11-02,4
1772807,1772807,Газпром,Belarus,0.25,2018-11-01,4
1772808,1772808,Газпром,Belarus,0.0,2018-11-01,4
1772809,1772809,Газпром,Belarus,-0.25,2018-11-01,4
1772810,1772810,Газпром,Belarus,0.2121212121,2018-10-31,4
1772811,1772811,Газпром,Belarus,0.0,2018-10-31,4
1772812,1772812,Газпром,Belarus,0.30909090910000003,2018-10-31,4
1772813,1772813,Газпром,Belarus,0.52,2018-10-30,4
1772814,1772814,Газпром,Belarus,0.0,2018-10-30,4
1772815,1772815,Газпром,Belarus,1.0,2018-10-30,4
1772816,1772816,Газпром,Belarus,0.0,2018-10-30,4
1772817,1772817,Газпром,Belarus,0.0,2018-10-30,4
1772818,1772818,Газпром,Belarus,0.0,2018-10-30,4
1772819,1772819,Газпром,Belarus,0.0,2018-10-29,4
1772820,1772820,Газпром,Belarus,0.2631578947,2018-10-29,4
1772821,1772821,ГАЗ,Belarus,0.2631578947,2018-10-29,4
1772822,1772822,Газпром,Belarus,0.31034482760000004,2018-10-28,4
1772823,1772823,Газпром,Belarus,0.5,2018-10-27,4
1772825,1772825,Газпром,Belarus,0.33333333330000003,2018-10-27,4
1772827,1772827,Газпром,Belarus,0.5,2018-10-25,4
1772828,1772828,Газпром,Belarus,-0.6000000000000001,2018-10-25,4
1772829,1772829,Газпром,Belarus,-0.6666666667000001,2018-10-25,4
1772830,1772830,Газпром,Belarus,0.0,2018-10-23,4
1772831,1772831,Газпром,Belarus,0.0,2018-10-22,4
1772832,1772832,Газпром,Belarus,0.3725490196,2018-10-22,4
1772833,1772833,Газпром,Belarus,0.7777777778,2018-10-22,4
1772835,1772835,Газпром,Belarus,0.8,2018-10-22,4
1772837,1772837,Газпром,Belarus,0.4603174603,2018-10-21,4
1772838,1772838,ГАЗ,Belarus,0.4603174603,2018-10-21,4
1772839,1772839,Газпром,Belarus,0.30000000000000004,2018-10-20,4
1772840,1772840,Газпром,Belarus,0.23076923079999997,2018-10-19,4
1772841,1772841,Газпром,Belarus,0.0,2018-10-19,4
1772842,1772842,Газпром,Belarus,0.4545454545000001,2018-10-19,4
1772843,1772843,Газпром,Belarus,0.3913043478,2018-10-18,4
1772844,1772844,Газпром,Belarus,0.0,2018-10-18,4
1772846,1772846,Газпром,Belarus,0.33333333330000003,2018-10-17,4
1772847,1772847,ГАЗ,Belarus,0.33333333330000003,2018-10-17,4
1772848,1772848,Газпром,Belarus,0.2857142857,2018-10-17,4
1772849,1772849,ГАЗ,Belarus,0.2857142857,2018-10-17,4
1772850,1772850,Газпром,Belarus,0.2,2018-10-17,4
1772851,1772851,ГАЗ,Belarus,0.2,2018-10-17,4
1772852,1772852,Газпром,Belarus,0.2941176471,2018-10-17,4
1772853,1772853,ГАЗ,Belarus,0.2941176471,2018-10-17,4
1772854,1772854,Газпром,Belarus,0.0,2018-10-16,4
1772855,1772855,Газпром,Belarus,0.33333333330000003,2018-10-16,4
1772856,1772856,Газпром,Belarus,0.0833333333,2018-10-15,4
1772859,1772859,Газпром,Belarus,0.33333333330000003,2018-10-15,4
1772860,1772860,Газпром,Belarus,0.25,2018-10-14,4
1772861,1772861,Газпром,Belarus,0.4,2018-10-12,4
1773082,1773082,ГАЗ,Belarus,0.13636363640000002,2018-11-30,4
1773083,1773083,ГАЗ,Belarus,0.0,2018-11-30,4
1773084,1773084,ГАЗ,Belarus,0.2820512821,2018-11-30,4
1773086,1773086,ГАЗ,Belarus,-1.0,2018-11-30,4
1773087,1773087,ГАЗ,Belarus,-0.1034482759,2018-11-30,4
1773089,1773089,ГАЗ,Belarus,0.0,2018-11-30,4
1773091,1773091,ГАЗ,Belarus,0.11111111109999999,2018-11-30,4
1773092,1773092,ГАЗ,Belarus,0.0,2018-11-30,4
1773094,1773094,ГАЗ,Belarus,0.4736842105,2018-11-30,4
1773095,1773095,ГАЗ,Belarus,-0.14285714289999998,2018-11-30,4
1773096,1773096,ГАЗ,Belarus,0.0,2018-11-30,4
1773097,1773097,ГАЗ,Belarus,0.0,2018-11-30,4
1773098,1773098,ГАЗ,Belarus,0.2666666667,2018-11-30,4
1773099,1773099,ГАЗ,Belarus,0.0,2018-11-30,4
1773100,1773100,ГАЗ,Belarus,0.0909090909,2018-11-30,4
1773101,1773101,ГАЗ,Belarus,0.0,2018-11-30,4
1773103,1773103,ГАЗ,Belarus,0.39534883719999997,2018-11-30,4
1773104,1773104,ГАЗ,Belarus,-0.5,2018-11-30,4
1773105,1773105,ГАЗ,Belarus,0.2727272727,2018-11-30,4
1773106,1773106,ГАЗ,Belarus,0.0,2018-11-29,4
1773107,1773107,ГАЗ,Belarus,0.11111111109999999,2018-11-29,4
1773108,1773108,ГАЗ,Belarus,0.2061068702,2018-11-29,4
1773110,1773110,ГАЗ,Belarus,0.0,2018-11-29,4
1773111,1773111,ГАЗ,Belarus,0.5714285714,2018-11-29,4
1773112,1773112,ГАЗ,Belarus,0.1827956989,2018-11-29,4
1773113,1773113,ГАЗ,Belarus,-0.14285714289999998,2018-11-29,4
1773114,1773114,ГАЗ,Belarus,0.2727272727,2018-11-29,4
1773115,1773115,ГАЗ,Belarus,0.5,2018-11-29,4
1773116,1773116,ГАЗ,Belarus,0.5,2018-11-29,4
1773117,1773117,ГАЗ,Belarus,0.4814814815,2018-11-29,4
1773118,1773118,ГАЗ,Belarus,0.0,2018-11-29,4
1773119,1773119,ГАЗ,Belarus,0.3170731707,2018-11-29,4
1773120,1773120,ГАЗ,Belarus,-0.3846153846,2018-11-29,4
1773121,1773121,ГАЗ,Belarus,0.2413793103,2018-11-29,4
1773122,1773122,ГАЗ,Belarus,0.52,2018-11-29,4
1773123,1773123,ГАЗ,Belarus,0.2,2018-11-29,4
1773124,1773124,ГАЗ,Belarus,0.23076923079999997,2018-11-29,4
1773125,1773125,ГАЗ,Belarus,-0.12820512820000002,2018-11-29,4
1773127,1773127,ГАЗ,Belarus,0.11111111109999999,2018-11-29,4
1773128,1773128,ГАЗ,Belarus,-0.0909090909,2018-11-29,4
1773129,1773129,ГАЗ,Belarus,-0.25,2018-11-29,4
1773130,1773130,ГАЗ,Belarus,0.11111111109999999,2018-11-28,4
1773131,1773131,ГАЗ,Belarus,0.1666666667,2018-11-28,4
1773132,1773132,ГАЗ,Belarus,0.2,2018-11-28,4
1773133,1773133,ГАЗ,Belarus,0.347826087,2018-11-28,4
1773134,1773134,ГАЗ,Belarus,0.0,2018-11-28,4
1773136,1773136,ГАЗ,Belarus,0.0,2018-11-28,4
1773137,1773137,ГАЗ,Belarus,-0.05882352940000001,2018-11-28,4
1773138,1773138,ГАЗ,Belarus,0.6000000000000001,2018-11-28,4
1773139,1773139,ГАЗ,Belarus,0.28,2018-11-28,4
1773140,1773140,ГАЗ,Belarus,0.0909090909,2018-11-27,4
1773141,1773141,ГАЗ,Belarus,0.4146341463,2018-11-27,4
1773142,1773142,ГАЗ,Belarus,0.1707317073,2018-11-27,4
1773143,1773143,ГАЗ,Belarus,0.2,2018-11-27,4
1773144,1773144,ГАЗ,Belarus,0.15,2018-11-27,4
1773145,1773145,ГАЗ,Belarus,0.0909090909,2018-11-27,4
